USI,Cohort,eaf.max
HGDP01205,HGDP + 1KG,EAS
HGDP01206,HGDP + 1KG,EAS
HGDP01207,HGDP + 1KG,EAS
HGDP01209,HGDP + 1KG,EAS
HGDP01212,HGDP + 1KG,EAS
HGDP01213,HGDP + 1KG,EAS
HGDP01214,HGDP + 1KG,EAS
HGDP01216,HGDP + 1KG,EAS
HGDP01217,HGDP + 1KG,EAS
HGDP01218,HGDP + 1KG,EAS
HGDP01220,HGDP + 1KG,EAS
HGDP01221,HGDP + 1KG,EAS
HGDP01222,HGDP + 1KG,EAS
HGDP01224,HGDP + 1KG,EAS
HGDP01225,HGDP + 1KG,EAS
HGDP01226,HGDP + 1KG,EAS
HGDP01227,HGDP + 1KG,EAS
HGDP01229,HGDP + 1KG,EAS
HGDP01230,HGDP + 1KG,EAS
HGDP01231,HGDP + 1KG,EAS
HGDP01232,HGDP + 1KG,EAS
HGDP01233,HGDP + 1KG,EAS
HGDP01234,HGDP + 1KG,EAS
HGDP01236,HGDP + 1KG,EAS
HGDP01237,HGDP + 1KG,EAS
HGDP01238,HGDP + 1KG,EAS
HGDP01239,HGDP + 1KG,EAS
HGDP01241,HGDP + 1KG,EAS
HGDP01243,HGDP + 1KG,EAS
HGDP01244,HGDP + 1KG,EAS
HGDP01245,HGDP + 1KG,EAS
HGDP01247,HGDP + 1KG,EAS
HGDP01248,HGDP + 1KG,EAS
HGDP01249,HGDP + 1KG,EAS
HGDP01251,HGDP + 1KG,EAS
HGDP01254,HGDP + 1KG,MID
HGDP01257,HGDP + 1KG,MID
HGDP01258,HGDP + 1KG,MID
HGDP01259,HGDP + 1KG,MID
HGDP01260,HGDP + 1KG,MID
HGDP01262,HGDP + 1KG,MID
HGDP01263,HGDP + 1KG,MID
HGDP01264,HGDP + 1KG,MID
HGDP01265,HGDP + 1KG,MID
HGDP01266,HGDP + 1KG,MID
HGDP01267,HGDP + 1KG,MID
HGDP01268,HGDP + 1KG,MID
HGDP01269,HGDP + 1KG,MID
HGDP01272,HGDP + 1KG,MID
HGDP01275,HGDP + 1KG,MID
HGDP01276,HGDP + 1KG,MID
HGDP01277,HGDP + 1KG,MID
HGDP01279,HGDP + 1KG,MID
HGDP01280,HGDP + 1KG,MID
HGDP01282,HGDP + 1KG,MID
HGDP01283,HGDP + 1KG,AFR
HGDP01287,HGDP + 1KG,EAS
HGDP01288,HGDP + 1KG,EAS
HGDP01289,HGDP + 1KG,EAS
HGDP01290,HGDP + 1KG,EAS
HGDP01291,HGDP + 1KG,EAS
HGDP01292,HGDP + 1KG,EAS
HGDP01293,HGDP + 1KG,EAS
HGDP01294,HGDP + 1KG,EAS
HGDP01295,HGDP + 1KG,EAS
HGDP01296,HGDP + 1KG,EAS
HGDP01302,HGDP + 1KG,EAS
HGDP01309,HGDP + 1KG,EAS
HGDP01310,HGDP + 1KG,EAS
HGDP01311,HGDP + 1KG,EAS
HGDP01313,HGDP + 1KG,EAS
HGDP01316,HGDP + 1KG,EAS
HGDP01317,HGDP + 1KG,EAS
HGDP01319,HGDP + 1KG,EAS
HGDP01326,HGDP + 1KG,EAS
HGDP01327,HGDP + 1KG,EAS
HGDP01328,HGDP + 1KG,EAS
HGDP01329,HGDP + 1KG,EAS
HGDP01331,HGDP + 1KG,EAS
HGDP01332,HGDP + 1KG,EAS
HGDP01334,HGDP + 1KG,EAS
HGDP01336,HGDP + 1KG,EAS
HGDP01337,HGDP + 1KG,EAS
HGDP01340,HGDP + 1KG,EAS
HGDP01341,HGDP + 1KG,EAS
HGDP01342,HGDP + 1KG,EAS
HGDP01346,HGDP + 1KG,EAS
HGDP01347,HGDP + 1KG,EAS
HGDP01348,HGDP + 1KG,EAS
HGDP01349,HGDP + 1KG,EAS
HGDP01351,HGDP + 1KG,EAS
HGDP01352,HGDP + 1KG,EAS
HGDP01353,HGDP + 1KG,EAS
HGDP01354,HGDP + 1KG,EAS
HGDP01356,HGDP + 1KG,EAS
HGDP01357,HGDP + 1KG,EUR
HGDP01358,HGDP + 1KG,EUR
HGDP01359,HGDP + 1KG,EUR
HGDP01360,HGDP + 1KG,EUR
HGDP01361,HGDP + 1KG,EUR
HGDP01362,HGDP + 1KG,EUR
HGDP01363,HGDP + 1KG,EUR
HGDP01366,HGDP + 1KG,EUR
HGDP01367,HGDP + 1KG,EUR
HGDP01369,HGDP + 1KG,EUR
HGDP01370,HGDP + 1KG,EUR
HGDP01372,HGDP + 1KG,EUR
HGDP01373,HGDP + 1KG,EUR
HGDP01374,HGDP + 1KG,EUR
HGDP01375,HGDP + 1KG,EUR
HGDP01376,HGDP + 1KG,EUR
HGDP01377,HGDP + 1KG,EUR
HGDP01378,HGDP + 1KG,EUR
HGDP01379,HGDP + 1KG,EUR
HGDP01380,HGDP + 1KG,EUR
HGDP01381,HGDP + 1KG,EUR
HGDP01382,HGDP + 1KG,EUR
HGDP01384,HGDP + 1KG,EUR
HGDP01385,HGDP + 1KG,EUR
HGDP01386,HGDP + 1KG,EUR
HGDP01387,HGDP + 1KG,EUR
HGDP01388,HGDP + 1KG,EUR
HGDP01396,HGDP + 1KG,EUR
HGDP01397,HGDP + 1KG,EUR
HGDP01398,HGDP + 1KG,EUR
HGDP01399,HGDP + 1KG,EUR
HGDP01400,HGDP + 1KG,EUR
HGDP01403,HGDP + 1KG,EUR
HGDP01404,HGDP + 1KG,EUR
HGDP01405,HGDP + 1KG,AFR
HGDP01408,HGDP + 1KG,AFR
HGDP01413,HGDP + 1KG,AFR
HGDP01418,HGDP + 1KG,AFR
HGDP01419,HGDP + 1KG,AFR
NA06984,HGDP + 1KG,EUR
NA06985,HGDP + 1KG,EUR
NA06986,HGDP + 1KG,EUR
NA06989,HGDP + 1KG,EUR
NA06993,HGDP + 1KG,EUR
NA06994,HGDP + 1KG,EUR
NA07000,HGDP + 1KG,EUR
NA07022,HGDP + 1KG,EUR
NA07031,HGDP + 1KG,EUR
NA07034,HGDP + 1KG,EUR
NA07037,HGDP + 1KG,EUR
NA07045,HGDP + 1KG,EUR
NA07051,HGDP + 1KG,EUR
NA07055,HGDP + 1KG,EUR
NA07056,HGDP + 1KG,EUR
NA07345,HGDP + 1KG,EUR
NA07346,HGDP + 1KG,EUR
NA07347,HGDP + 1KG,EUR
NA07357,HGDP + 1KG,EUR
NA07435,HGDP + 1KG,EUR
NA11829,HGDP + 1KG,EUR
NA11830,HGDP + 1KG,EUR
NA11831,HGDP + 1KG,EUR
NA11832,HGDP + 1KG,EUR
NA11839,HGDP + 1KG,EUR
NA11840,HGDP + 1KG,EUR
NA11843,HGDP + 1KG,EUR
NA11881,HGDP + 1KG,EUR
NA11882,HGDP + 1KG,EUR
NA11891,HGDP + 1KG,EUR
NA11892,HGDP + 1KG,EUR
NA11893,HGDP + 1KG,EUR
NA11894,HGDP + 1KG,EUR
NA11917,HGDP + 1KG,EUR
NA11918,HGDP + 1KG,EUR
NA11919,HGDP + 1KG,EUR
NA11920,HGDP + 1KG,EUR
NA11930,HGDP + 1KG,EUR
NA11931,HGDP + 1KG,EUR
NA11932,HGDP + 1KG,EUR
NA11933,HGDP + 1KG,EUR
NA11992,HGDP + 1KG,EUR
NA11993,HGDP + 1KG,EUR
NA11994,HGDP + 1KG,EUR
NA11995,HGDP + 1KG,EUR
NA12003,HGDP + 1KG,EUR
NA12004,HGDP + 1KG,EUR
NA12005,HGDP + 1KG,EUR
NA12006,HGDP + 1KG,EUR
NA12043,HGDP + 1KG,EUR
NA12044,HGDP + 1KG,EUR
NA12045,HGDP + 1KG,EUR
NA12046,HGDP + 1KG,EUR
NA12056,HGDP + 1KG,EUR
NA12057,HGDP + 1KG,EUR
NA12058,HGDP + 1KG,EUR
NA12144,HGDP + 1KG,EUR
NA12145,HGDP + 1KG,EUR
NA12146,HGDP + 1KG,EUR
NA12154,HGDP + 1KG,EUR
NA12155,HGDP + 1KG,EUR
NA12156,HGDP + 1KG,EUR
NA12234,HGDP + 1KG,EUR
NA12236,HGDP + 1KG,EUR
NA12239,HGDP + 1KG,EUR
NA12248,HGDP + 1KG,EUR
NA12249,HGDP + 1KG,EUR
NA12264,HGDP + 1KG,EUR
NA12272,HGDP + 1KG,EUR
NA12273,HGDP + 1KG,EUR
NA12274,HGDP + 1KG,EUR
NA12275,HGDP + 1KG,EUR
NA12282,HGDP + 1KG,EUR
NA12283,HGDP + 1KG,EUR
NA12286,HGDP + 1KG,EUR
NA12340,HGDP + 1KG,EUR
NA12341,HGDP + 1KG,EUR
NA12342,HGDP + 1KG,EUR
NA12343,HGDP + 1KG,EUR
NA12347,HGDP + 1KG,EUR
NA12348,HGDP + 1KG,EUR
NA12383,HGDP + 1KG,EUR
NA12399,HGDP + 1KG,EUR
NA12400,HGDP + 1KG,EUR
NA12413,HGDP + 1KG,EUR
NA12414,HGDP + 1KG,EUR
NA12489,HGDP + 1KG,EUR
NA12546B,HGDP + 1KG,EUR
NA12716,HGDP + 1KG,EUR
NA12717,HGDP + 1KG,EUR
NA12718,HGDP + 1KG,EUR
NA12748,HGDP + 1KG,EUR
NA12749,HGDP + 1KG,EUR
NA12750,HGDP + 1KG,EUR
NA12751,HGDP + 1KG,EUR
NA12760,HGDP + 1KG,EUR
NA12761,HGDP + 1KG,EUR
NA12762,HGDP + 1KG,EUR
NA12763,HGDP + 1KG,EUR
NA12775,HGDP + 1KG,EUR
NA12776,HGDP + 1KG,EUR
NA12777,HGDP + 1KG,EUR
NA12778,HGDP + 1KG,EUR
NA12812,HGDP + 1KG,EUR
NA12814,HGDP + 1KG,EUR
NA12815,HGDP + 1KG,EUR
NA12827,HGDP + 1KG,EUR
NA12828,HGDP + 1KG,EUR
NA12829,HGDP + 1KG,EUR
NA12830A,HGDP + 1KG,EUR
NA12842,HGDP + 1KG,EUR
NA12843,HGDP + 1KG,EUR
NA12872,HGDP + 1KG,EUR
NA12873,HGDP + 1KG,EUR
NA12874,HGDP + 1KG,EUR
NA12875,HGDP + 1KG,EUR
NA12889,HGDP + 1KG,EUR
NA12890,HGDP + 1KG,EUR
NA12891,HGDP + 1KG,EUR
NA12892,HGDP + 1KG,EUR
NA18486,HGDP + 1KG,AFR
NA18487,HGDP + 1KG,AFR
NA18488,HGDP + 1KG,AFR
NA18489,HGDP + 1KG,AFR
NA18498,HGDP + 1KG,AFR
NA18499,HGDP + 1KG,AFR
NA18501,HGDP + 1KG,AFR
NA18502,HGDP + 1KG,AFR
NA18504,HGDP + 1KG,AFR
NA18505,HGDP + 1KG,AFR
NA18507,HGDP + 1KG,AFR
NA18508,HGDP + 1KG,AFR
NA18510,HGDP + 1KG,AFR
NA18511,HGDP + 1KG,AFR
NA18516,HGDP + 1KG,AFR
NA18517,HGDP + 1KG,AFR
NA18519,HGDP + 1KG,AFR
NA18520,HGDP + 1KG,AFR
NA18522,HGDP + 1KG,AFR
NA18523,HGDP + 1KG,AFR
NA18525,HGDP + 1KG,EAS
NA18526,HGDP + 1KG,EAS
NA18528,HGDP + 1KG,EAS
NA18530,HGDP + 1KG,EAS
NA18531,HGDP + 1KG,EAS
NA18532,HGDP + 1KG,EAS
NA18533,HGDP + 1KG,EAS
NA18534,HGDP + 1KG,EAS
NA18535,HGDP + 1KG,EAS
NA18536,HGDP + 1KG,EAS
NA18537,HGDP + 1KG,EAS
NA18538,HGDP + 1KG,EAS
NA18539,HGDP + 1KG,EAS
NA18541,HGDP + 1KG,EAS
NA18542,HGDP + 1KG,EAS
NA18543,HGDP + 1KG,EAS
NA18544,HGDP + 1KG,EAS
NA18545,HGDP + 1KG,EAS
NA18546,HGDP + 1KG,EAS
NA18547,HGDP + 1KG,EAS
NA18548,HGDP + 1KG,EAS
NA18549,HGDP + 1KG,EAS
NA18550,HGDP + 1KG,EAS
NA18552,HGDP + 1KG,EAS
NA18553,HGDP + 1KG,EAS
NA18555,HGDP + 1KG,EAS
NA18557,HGDP + 1KG,EAS
NA18558,HGDP + 1KG,EAS
NA18559,HGDP + 1KG,EAS
NA18560,HGDP + 1KG,EAS
NA18561,HGDP + 1KG,EAS
NA18562,HGDP + 1KG,EAS
NA18563,HGDP + 1KG,EAS
NA18564,HGDP + 1KG,EAS
NA18565,HGDP + 1KG,EAS
NA18566,HGDP + 1KG,EAS
NA18567,HGDP + 1KG,EAS
NA18570,HGDP + 1KG,EAS
NA18571,HGDP + 1KG,EAS
NA18572,HGDP + 1KG,EAS
NA18573,HGDP + 1KG,EAS
NA18574,HGDP + 1KG,EAS
NA18577,HGDP + 1KG,EAS
NA18579,HGDP + 1KG,EAS
NA18582,HGDP + 1KG,EAS
NA18591,HGDP + 1KG,EAS
NA18592,HGDP + 1KG,EAS
NA18593,HGDP + 1KG,EAS
NA18595,HGDP + 1KG,EAS
NA18596,HGDP + 1KG,EAS
NA18597,HGDP + 1KG,EAS
NA18599,HGDP + 1KG,EAS
NA18602,HGDP + 1KG,EAS
NA18603,HGDP + 1KG,EAS
NA18605,HGDP + 1KG,EAS
NA18606,HGDP + 1KG,EAS
NA18608,HGDP + 1KG,EAS
NA18609,HGDP + 1KG,EAS
NA18610,HGDP + 1KG,EAS
NA18611,HGDP + 1KG,EAS
NA18612,HGDP + 1KG,EAS
NA18613,HGDP + 1KG,EAS
NA18614,HGDP + 1KG,EAS
NA18615,HGDP + 1KG,EAS
NA18616,HGDP + 1KG,EAS
NA18617,HGDP + 1KG,EAS
NA18618,HGDP + 1KG,EAS
NA18619,HGDP + 1KG,EAS
NA18620,HGDP + 1KG,EAS
NA18621,HGDP + 1KG,EAS
NA18622,HGDP + 1KG,EAS
NA18623,HGDP + 1KG,EAS
NA18624,HGDP + 1KG,EAS
NA18625,HGDP + 1KG,EAS
NA18626,HGDP + 1KG,EAS
NA18627,HGDP + 1KG,EAS
NA18628,HGDP + 1KG,EAS
NA18629,HGDP + 1KG,EAS
NA18630,HGDP + 1KG,EAS
NA18631,HGDP + 1KG,EAS
NA18632,HGDP + 1KG,EAS
NA18633,HGDP + 1KG,EAS
NA18634,HGDP + 1KG,EAS
NA18635,HGDP + 1KG,EAS
NA18636,HGDP + 1KG,EAS
NA18638,HGDP + 1KG,EAS
NA18639,HGDP + 1KG,EAS
NA18640,HGDP + 1KG,EAS
NA18641,HGDP + 1KG,EAS
NA18642,HGDP + 1KG,EAS
NA18643,HGDP + 1KG,EAS
NA18644,HGDP + 1KG,EAS
NA18645,HGDP + 1KG,EAS
NA18646,HGDP + 1KG,EAS
NA18647,HGDP + 1KG,EAS
NA18648,HGDP + 1KG,EAS
NA18740,HGDP + 1KG,EAS
NA18745,HGDP + 1KG,EAS
NA18747,HGDP + 1KG,EAS
NA18748,HGDP + 1KG,EAS
NA18749,HGDP + 1KG,EAS
NA18757,HGDP + 1KG,EAS
NA18852,HGDP + 1KG,AFR
NA18853,HGDP + 1KG,AFR
NA18855,HGDP + 1KG,AFR
NA18856,HGDP + 1KG,AFR
NA18858,HGDP + 1KG,AFR
NA18859,HGDP + 1KG,AFR
NA18861,HGDP + 1KG,AFR
NA18862,HGDP + 1KG,AFR
NA18865,HGDP + 1KG,AFR
NA18867,HGDP + 1KG,AFR
NA18868,HGDP + 1KG,AFR
NA18870,HGDP + 1KG,AFR
NA18871,HGDP + 1KG,AFR
NA18873,HGDP + 1KG,AFR
NA18874A,HGDP + 1KG,AFR
NA18876,HGDP + 1KG,AFR
NA18877,HGDP + 1KG,AFR
NA18878,HGDP + 1KG,AFR
NA18879,HGDP + 1KG,AFR
NA18881,HGDP + 1KG,AFR
NA18907,HGDP + 1KG,AFR
NA18908,HGDP + 1KG,AFR
NA18909,HGDP + 1KG,AFR
NA18910,HGDP + 1KG,AFR
NA18912,HGDP + 1KG,AFR
NA18913,HGDP + 1KG,AFR
NA18915,HGDP + 1KG,AFR
NA18916,HGDP + 1KG,AFR
NA18917,HGDP + 1KG,AFR
NA18923,HGDP + 1KG,AFR
NA18924,HGDP + 1KG,AFR
NA18933,HGDP + 1KG,AFR
NA18934,HGDP + 1KG,AFR
NA18939,HGDP + 1KG,EAS
NA18940,HGDP + 1KG,EAS
NA18941,HGDP + 1KG,EAS
NA18942,HGDP + 1KG,EAS
NA18943,HGDP + 1KG,EAS
NA18944,HGDP + 1KG,EAS
NA18945,HGDP + 1KG,EAS
NA18946,HGDP + 1KG,EAS
NA18947,HGDP + 1KG,EAS
NA18948,HGDP + 1KG,EAS
NA18949,HGDP + 1KG,EAS
NA18950,HGDP + 1KG,EAS
NA18951,HGDP + 1KG,EAS
NA18952,HGDP + 1KG,EAS
NA18953,HGDP + 1KG,EAS
NA18954,HGDP + 1KG,EAS
NA18956,HGDP + 1KG,EAS
NA18957,HGDP + 1KG,EAS
NA18959,HGDP + 1KG,EAS
NA18960,HGDP + 1KG,EAS
NA18961,HGDP + 1KG,EAS
NA18962,HGDP + 1KG,EAS
NA18963,HGDP + 1KG,EAS
NA18964,HGDP + 1KG,EAS
NA18965,HGDP + 1KG,EAS
NA18966,HGDP + 1KG,EAS
NA18967,HGDP + 1KG,EAS
NA18968,HGDP + 1KG,EAS
NA18969,HGDP + 1KG,EAS
NA18970,HGDP + 1KG,EAS
NA18971,HGDP + 1KG,EAS
NA18972,HGDP + 1KG,EAS
NA18973,HGDP + 1KG,EAS
NA18974,HGDP + 1KG,EAS
NA18975,HGDP + 1KG,EAS
NA18976,HGDP + 1KG,EAS
NA18977,HGDP + 1KG,EAS
NA18979,HGDP + 1KG,EAS
NA18980,HGDP + 1KG,EAS
NA18981,HGDP + 1KG,EAS
NA18982,HGDP + 1KG,EAS
NA18983,HGDP + 1KG,EAS
NA18984,HGDP + 1KG,EAS
NA18985,HGDP + 1KG,EAS
NA18986,HGDP + 1KG,EAS
NA18987,HGDP + 1KG,EAS
NA18988,HGDP + 1KG,EAS
NA18989,HGDP + 1KG,EAS
NA18990,HGDP + 1KG,EAS
NA18991,HGDP + 1KG,EAS
NA18992,HGDP + 1KG,EAS
NA18993,HGDP + 1KG,EAS
NA18994,HGDP + 1KG,EAS
NA18995,HGDP + 1KG,EAS
NA18997,HGDP + 1KG,EAS
NA18998,HGDP + 1KG,EAS
NA18999,HGDP + 1KG,EAS
NA19000,HGDP + 1KG,EAS
NA19001,HGDP + 1KG,EAS
NA19002,HGDP + 1KG,EAS
NA19003,HGDP + 1KG,EAS
NA19004,HGDP + 1KG,EAS
NA19005,HGDP + 1KG,EAS
NA19006,HGDP + 1KG,EAS
NA19007,HGDP + 1KG,EAS
NA19009,HGDP + 1KG,EAS
NA19010,HGDP + 1KG,EAS
NA19011,HGDP + 1KG,EAS
NA19012,HGDP + 1KG,EAS
NA19017,HGDP + 1KG,AFR
NA19019,HGDP + 1KG,AFR
NA19020,HGDP + 1KG,AFR
NA19023,HGDP + 1KG,AFR
NA19026,HGDP + 1KG,AFR
NA19027,HGDP + 1KG,AFR
NA19035,HGDP + 1KG,AFR
NA19038,HGDP + 1KG,AFR
NA19041,HGDP + 1KG,AFR
NA19043,HGDP + 1KG,AFR
NA19055,HGDP + 1KG,EAS
NA19056,HGDP + 1KG,EAS
NA19057,HGDP + 1KG,EAS
NA19058,HGDP + 1KG,EAS
NA19059,HGDP + 1KG,EAS
NA19060,HGDP + 1KG,EAS
NA19062,HGDP + 1KG,EAS
NA19063,HGDP + 1KG,EAS
NA19064,HGDP + 1KG,EAS
NA19065,HGDP + 1KG,EAS
NA19066,HGDP + 1KG,EAS
NA19067,HGDP + 1KG,EAS
NA19068,HGDP + 1KG,EAS
NA19070,HGDP + 1KG,EAS
NA19072,HGDP + 1KG,EAS
NA19074,HGDP + 1KG,EAS
NA19075,HGDP + 1KG,EAS
NA19076,HGDP + 1KG,EAS
NA19077,HGDP + 1KG,EAS
NA19078,HGDP + 1KG,EAS
NA19079,HGDP + 1KG,EAS
NA19080,HGDP + 1KG,EAS
NA19081,HGDP + 1KG,EAS
NA19082,HGDP + 1KG,EAS
NA19083,HGDP + 1KG,EAS
NA19084,HGDP + 1KG,EAS
NA19085,HGDP + 1KG,EAS
NA19086,HGDP + 1KG,EAS
NA19087,HGDP + 1KG,EAS
NA19088,HGDP + 1KG,EAS
NA19089,HGDP + 1KG,EAS
NA19090,HGDP + 1KG,EAS
NA19091,HGDP + 1KG,EAS
NA19092,HGDP + 1KG,AFR
NA19093,HGDP + 1KG,AFR
NA19095,HGDP + 1KG,AFR
NA19096,HGDP + 1KG,AFR
NA19098,HGDP + 1KG,AFR
NA19099,HGDP + 1KG,AFR
NA19102,HGDP + 1KG,AFR
NA19107,HGDP + 1KG,AFR
NA19108,HGDP + 1KG,AFR
NA19113,HGDP + 1KG,AFR
NA19114,HGDP + 1KG,AFR
NA19116,HGDP + 1KG,AFR
NA19117,HGDP + 1KG,AFR
NA19118,HGDP + 1KG,AFR
NA19119,HGDP + 1KG,AFR
NA19121,HGDP + 1KG,AFR
NA19122,HGDP + 1KG,AFR
NA19127,HGDP + 1KG,AFR
NA19128,HGDP + 1KG,AFR
NA19130,HGDP + 1KG,AFR
NA19131,HGDP + 1KG,AFR
NA19137,HGDP + 1KG,AFR
NA19138,HGDP + 1KG,AFR
NA19140,HGDP + 1KG,AFR
NA19141,HGDP + 1KG,AFR
NA19143,HGDP + 1KG,AFR
NA19144,HGDP + 1KG,AFR
NA19146,HGDP + 1KG,AFR
NA19147,HGDP + 1KG,AFR
NA19149,HGDP + 1KG,AFR
NA19150,HGDP + 1KG,AFR
NA19152,HGDP + 1KG,AFR
NA19153,HGDP + 1KG,AFR
NA19159,HGDP + 1KG,AFR
NA19160,HGDP + 1KG,AFR
NA19171,HGDP + 1KG,AFR
NA19172,HGDP + 1KG,AFR
NA19177,HGDP + 1KG,AFR
NA19185,HGDP + 1KG,AFR
NA19189,HGDP + 1KG,AFR
NA19190,HGDP + 1KG,AFR
NA19197,HGDP + 1KG,AFR
NA19198,HGDP + 1KG,AFR
NA19200,HGDP + 1KG,AFR
NA19201,HGDP + 1KG,AFR
NA19203,HGDP + 1KG,AFR
NA19204,HGDP + 1KG,AFR
NA19206,HGDP + 1KG,AFR
NA19207,HGDP + 1KG,AFR
NA19209,HGDP + 1KG,AFR
NA19210,HGDP + 1KG,AFR
NA19213,HGDP + 1KG,AFR
NA19214,HGDP + 1KG,AFR
NA19222,HGDP + 1KG,AFR
NA19223,HGDP + 1KG,AFR
NA19224,HGDP + 1KG,AFR
NA19235,HGDP + 1KG,AFR
NA19236,HGDP + 1KG,AFR
NA19239,HGDP + 1KG,AFR
NA19247,HGDP + 1KG,AFR
NA19248,HGDP + 1KG,AFR
NA19256,HGDP + 1KG,AFR
NA19257,HGDP + 1KG,AFR
NA19309,HGDP + 1KG,AFR
NA19312,HGDP + 1KG,AFR
NA19315,HGDP + 1KG,AFR
NA19318,HGDP + 1KG,AFR
NA19320,HGDP + 1KG,AFR
NA19321,HGDP + 1KG,AFR
NA19323,HGDP + 1KG,AFR
NA19327,HGDP + 1KG,AFR
NA19331,HGDP + 1KG,AFR
NA19338,HGDP + 1KG,AFR
NA19346,HGDP + 1KG,AFR
NA19347,HGDP + 1KG,AFR
NA19350,HGDP + 1KG,AFR
NA19351,HGDP + 1KG,AFR
NA19355,HGDP + 1KG,AFR
NA19360,HGDP + 1KG,AFR
NA19372,HGDP + 1KG,AFR
NA19375,HGDP + 1KG,AFR
NA19377,HGDP + 1KG,AFR
NA19378,HGDP + 1KG,AFR
NA19379,HGDP + 1KG,AFR
NA19380,HGDP + 1KG,AFR
NA19384,HGDP + 1KG,AFR
NA19385,HGDP + 1KG,AFR
NA19391,HGDP + 1KG,AFR
NA19393,HGDP + 1KG,AFR
NA19394,HGDP + 1KG,AFR
NA19397,HGDP + 1KG,AFR
NA19399,HGDP + 1KG,AFR
NA19401,HGDP + 1KG,AFR
NA19403,HGDP + 1KG,AFR
NA19404,HGDP + 1KG,AFR
NA19428,HGDP + 1KG,AFR
NA19429,HGDP + 1KG,AFR
NA19431,HGDP + 1KG,AFR
NA19435,HGDP + 1KG,AFR
NA19436,HGDP + 1KG,AFR
NA19437,HGDP + 1KG,AFR
NA19438,HGDP + 1KG,AFR
NA19439,HGDP + 1KG,AFR
NA19440,HGDP + 1KG,AFR
NA19445,HGDP + 1KG,AFR
NA19446,HGDP + 1KG,AFR
NA19451,HGDP + 1KG,AFR
NA19454,HGDP + 1KG,AFR
NA19455,HGDP + 1KG,AFR
NA19456,HGDP + 1KG,AFR
NA19457,HGDP + 1KG,AFR
NA19461,HGDP + 1KG,AFR
NA19462,HGDP + 1KG,AFR
NA19463,HGDP + 1KG,AFR
NA19466,HGDP + 1KG,AFR
NA19467,HGDP + 1KG,AFR
NA19468,HGDP + 1KG,AFR
NA19473,HGDP + 1KG,AFR
NA19648,HGDP + 1KG,EUR
NA19649,HGDP + 1KG,AMR
NA19651,HGDP + 1KG,AMR
NA19652,HGDP + 1KG,AMR
NA19654,HGDP + 1KG,AMR
NA19655,HGDP + 1KG,AMR
NA19658,HGDP + 1KG,AMR
NA19661,HGDP + 1KG,AMR
NA19663,HGDP + 1KG,AMR
NA19664,HGDP + 1KG,AMR
NA19669,HGDP + 1KG,AMR
NA19670,HGDP + 1KG,AMR
NA19676,HGDP + 1KG,AMR
NA19678,HGDP + 1KG,AMR
NA19679,HGDP + 1KG,EUR
NA19681,HGDP + 1KG,AMR
NA19682,HGDP + 1KG,AMR
NA19700,HGDP + 1KG,AFR
NA19701,HGDP + 1KG,AFR
NA19703,HGDP + 1KG,AFR
NA19704,HGDP + 1KG,AFR
NA19707,HGDP + 1KG,AFR
NA19711,HGDP + 1KG,AFR
NA19712,HGDP + 1KG,AFR
NA19713,HGDP + 1KG,AFR
NA19716,HGDP + 1KG,AMR
NA19717,HGDP + 1KG,AMR
NA19719,HGDP + 1KG,AMR
NA19720,HGDP + 1KG,AMR
NA19722,HGDP + 1KG,AMR
NA19723,HGDP + 1KG,AMR
NA19725,HGDP + 1KG,AMR
NA19726,HGDP + 1KG,AMR
NA19728,HGDP + 1KG,AMR
NA19729,HGDP + 1KG,AMR
NA19731,HGDP + 1KG,AMR
NA19732,HGDP + 1KG,AMR
NA19734,HGDP + 1KG,AMR
NA19735,HGDP + 1KG,AMR
NA19740,HGDP + 1KG,AMR
NA19741,HGDP + 1KG,AMR
NA19746,HGDP + 1KG,AMR
NA19747,HGDP + 1KG,AMR
NA19749,HGDP + 1KG,AMR
NA19750,HGDP + 1KG,AMR
NA19752,HGDP + 1KG,AMR
NA19755,HGDP + 1KG,AMR
NA19756,HGDP + 1KG,AMR
NA19758,HGDP + 1KG,AMR
NA19759,HGDP + 1KG,AMR
NA19761,HGDP + 1KG,AMR
NA19762,HGDP + 1KG,AMR
NA19764,HGDP + 1KG,AMR
NA19770,HGDP + 1KG,AMR
NA19771,HGDP + 1KG,AMR
NA19773,HGDP + 1KG,AMR
NA19774,HGDP + 1KG,AMR
NA19776,HGDP + 1KG,AMR
NA19777,HGDP + 1KG,AMR
NA19779,HGDP + 1KG,AMR
NA19780,HGDP + 1KG,AMR
NA19782,HGDP + 1KG,AMR
NA19783,HGDP + 1KG,AMR
NA19785,HGDP + 1KG,AMR
NA19786,HGDP + 1KG,AMR
NA19788,HGDP + 1KG,AMR
NA19789,HGDP + 1KG,AMR
NA19792,HGDP + 1KG,AMR
NA19794,HGDP + 1KG,AMR
NA19795,HGDP + 1KG,AMR
NA19818,HGDP + 1KG,AFR
NA19819,HGDP + 1KG,AFR
NA19834,HGDP + 1KG,AFR
NA19835,HGDP + 1KG,AFR
NA19900,HGDP + 1KG,AFR
NA19901,HGDP + 1KG,AFR
NA19908,HGDP + 1KG,AFR
NA19909,HGDP + 1KG,AFR
NA19913,HGDP + 1KG,AFR
NA19914,HGDP + 1KG,AFR
NA19916,HGDP + 1KG,AFR
NA19917,HGDP + 1KG,AFR
NA19920,HGDP + 1KG,AFR
